PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
334022,01-JAN-23,31-DEC-23,As Submitted,17061170,29001106,1711879
334026,01-JAN-23,31-DEC-23,As Submitted,48055684,160555051,
334027,01-JAN-23,31-DEC-23,As Submitted,108699472,174949792,20551146
334048,01-JAN-23,31-DEC-23,As Submitted,67311744,276308029,597
334049,01-JAN-23,31-DEC-23,As Submitted,35961191,54331941,4326849
340001,01-JAN-23,31-DEC-23,As Submitted,666986518,1960498801,1837477537
340002,01-OCT-22,30-SEP-23,As Submitted,977676950,3148342617,2352910999
340003,01-OCT-22,30-SEP-23,As Submitted,106100811,67989649,174044754
340004,01-JAN-23,31-DEC-23,As Submitted,342272165,623177071,1102961264
340008,01-OCT-22,30-SEP-23,As Submitted,174541555,235658193,506101741
340014,01-JAN-23,31-DEC-23,As Submitted,1243136431,2160868456,2170557004
340015,01-JAN-23,31-DEC-23,As Submitted,261843436,430202552,673550087
340020,01-JAN-23,31-DEC-23,As Submitted,56436083,180171480,282348504
340021,01-JAN-23,31-DEC-23,As Submitted,289963845,634963453,947108820
340024,01-OCT-22,30-SEP-23,As Submitted,42525598,52876402,133180629
340028,01-OCT-22,30-SEP-23,As Submitted,670019684,1374316511,1460958603
340039,01-OCT-22,30-SEP-23,As Submitted,181631042,342350628,544672256
340040,01-OCT-22,30-SEP-23,As Submitted,1304389615,2278241203,1552265740
340042,01-OCT-22,30-SEP-23,As Submitted,141461757,145948029,397699883
340047,01-JAN-23,31-DEC-23,As Submitted,2036528068,3786351252,5249588942
340049,01-JAN-23,31-DEC-23,As Submitted,66120073,33477495,143888910
340051,01-OCT-22,30-JUN-23,As Submitted,119831647,102586509,302395563
340053,01-JAN-23,31-DEC-23,As Submitted,1155296665,1948714680,2551547009
340064,01-JAN-23,31-DEC-23,As Submitted,108878335,153741529,334846819
340068,01-OCT-22,30-SEP-23,As Submitted,97731822,113222678,278388917
340069,01-OCT-22,30-SEP-23,As Submitted,1213041575,2489842984,2614936978
340070,01-OCT-22,30-SEP-23,As Submitted,262418028,409001498,594120828
340071,01-OCT-22,30-SEP-23,As Submitted,106892721,148653010,274391364
340084,01-JAN-23,31-DEC-23,As Submitted,21682526,14418532,112547869
340085,01-JAN-23,31-DEC-23,As Submitted,249106800,135038418,748909893
340091,01-OCT-22,30-SEP-23,As Submitted,1299790268,1886703787,2463653456
340096,01-JAN-23,31-DEC-23,As Submitted,108030306,132227923,405410183
340097,01-OCT-22,30-SEP-23,As Submitted,99033736,79773881,274402526
340098,01-JAN-23,31-DEC-23,As Submitted,451909508,1366850863,1351743537
340099,01-OCT-22,30-SEP-23,As Submitted,82964207,86360379,125551704
340107,01-OCT-22,30-SEP-23,As Submitted,88470241,88856555,191809910
340109,01-JAN-23,31-DEC-23,As Submitted,147680482,196252755,359358045
340113,01-JAN-23,31-DEC-23,As Submitted,2884665462,6085068404,7408113498
340115,01-OCT-22,30-SEP-23,As Submitted,625926632,1340730857,2092326085
340116,01-OCT-22,30-SEP-23,As Submitted,196358318,792994665,904014107
340119,01-JAN-23,31-DEC-23,As Submitted,98219343,171126924,354231309
340120,01-OCT-22,30-SEP-23,As Submitted,61877936,55197614,111420059
340127,01-OCT-22,30-SEP-23,As Submitted,70133245,56507894,229983010
340129,01-OCT-22,30-SEP-23,As Submitted,108384009,294361678,622891364
340130,01-JAN-23,31-DEC-23,As Submitted,281712278,629512935,992787527
340132,01-NOV-22,31-OCT-23,As Submitted,110141981,215582272,496562042
340133,01-MAY-23,02-AUG-23,As Submitted,7988835,9837756,28153961
340141,01-JAN-23,31-DEC-23,As Submitted,1379730270,2244855752,2936964553
340142,01-OCT-22,30-SEP-23,As Submitted,165708004,129472303,381512530
340144,01-OCT-22,04-MAY-23,As Submitted,11047656,12712051,
340145,01-JAN-23,31-DEC-23,As Submitted,112121689,216993932,461483596
340148,01-JAN-23,31-DEC-23,As Submitted,62431670,24768237,199635308
340151,01-OCT-22,30-SEP-23,As Submitted,103669097,95183135,152121269
340158,01-JAN-23,31-DEC-23,As Submitted,115067555,175199863,405446101
340166,01-JAN-23,31-DEC-23,As Submitted,210699334,420781429,1029638346
340168,01-JAN-23,31-DEC-23,As Submitted,23674124,34480850,53515971
340171,01-JAN-23,31-DEC-23,As Submitted,196939268,410032518,554729813
340173,01-OCT-22,30-SEP-23,As Submitted,327678077,656584409,803822060
340183,01-JAN-23,31-DEC-23,As Submitted,196073582,366289121,662179099
340187,01-JAN-23,31-DEC-23,As Submitted,86812935,70697955,510435410
340188,01-OCT-22,30-SEP-23,As Submitted,49734978,37930291,204840645
340190,01-JAN-23,31-DEC-23,As Submitted,80339859,87084565,307992183
340195,11-AUG-23,31-DEC-23,As Submitted,36239440,24143830,82837795
341303,01-OCT-22,30-SEP-23,As Submitted,,13685389,71910518
341304,01-OCT-22,30-SEP-23,As Submitted,,5745095,43883910
341307,01-JAN-23,31-DEC-23,As Submitted,31857208,13040014,93708298
341315,01-OCT-22,30-SEP-23,As Submitted,,33302655,79702138
341316,01-DEC-22,30-NOV-23,As Submitted,,16156947,48682425
341318,01-OCT-22,30-SEP-23,As Submitted,,39685025,109481373
341319,01-NOV-22,31-OCT-23,As Submitted,47818984,44251062,152187026
341320,01-OCT-22,30-SEP-23,As Submitted,,2886538,26459298
341322,01-OCT-22,30-SEP-23,As Submitted,37034856,18795694,103220980
341323,01-OCT-22,30-JUN-23,As Submitted,,5615564,35439697
341324,01-OCT-22,30-SEP-23,As Submitted,,23347181,163402848
341325,01-JAN-23,31-DEC-23,As Submitted,,11792951,87783832
341326,01-NOV-22,31-OCT-23,As Submitted,,49574970,222288455
341327,01-OCT-22,30-SEP-23,As Submitted,,8101254,140355380
341329,01-NOV-22,31-OCT-23,As Submitted,,29706290,181654693
342014,01-OCT-22,30-SEP-23,As Submitted,40926059,66618173,48322947
342017,01-OCT-22,30-SEP-23,As Submitted,17511103,55100978,5528
343025,01-DEC-22,30-NOV-23,As Submitted,29007576,47184525,11506321
343026,01-JAN-23,31-DEC-23,As Submitted,120150875,260638912,85509885
343027,01-OCT-22,30-SEP-23,As Submitted,24776415,51764327,1549
344007,01-JAN-23,31-DEC-23,As Submitted,28294921,82726400,1501329
344014,01-JAN-23,31-DEC-23,As Submitted,42719289,119276800,4890836
344029,01-JAN-23,31-DEC-23,As Submitted,3373829,2454742,
344030,01-JAN-23,31-DEC-23,As Submitted,23444833,54625800,
344032,01-JAN-23,31-DEC-23,As Submitted,25644803,67868929,19656347
344034,01-OCT-22,30-JUN-23,Settled,7308599,10362125,70195
344035,28-DEC-22,31-DEC-23,As Submitted,13398772,30801050,
344036,05-MAY-23,30-SEP-23,As Submitted,7516413,9747065,
350011,01-JAN-23,31-DEC-23,As Submitted,1066268842,1311009561,2076327208
350019,01-JAN-23,31-DEC-23,As Submitted,445160228,510365095,1008301088
351307,01-OCT-22,30-SEP-23,As Submitted,,3059633,16487263
351309,01-JAN-23,31-DEC-23,As Submitted,,1906199,12007262
351312,01-JAN-23,31-DEC-23,As Submitted,15256592,5381115,9353858
351313,01-JAN-23,31-DEC-23,As Submitted,,4378869,9529590
351316,01-OCT-22,30-SEP-23,As Submitted,,2152272,10135360
351319,01-JAN-23,31-DEC-23,As Submitted,18251215,6127353,17660538
351321,01-JAN-23,31-DEC-23,As Submitted,,1581540,8410976
351326,01-JAN-23,31-DEC-23,As Submitted,,4190722,17539072
351327,01-OCT-22,30-SEP-23,As Submitted,23617224,13724988,17530338
351328,01-APR-23,31-DEC-23,As Submitted,,844614,7233413
351329,01-JAN-23,31-DEC-23,As Submitted,15916171,6913745,13041129
351364,01-OCT-22,30-SEP-23,As Submitted,,640,129870
353026,01-JAN-23,31-DEC-23,As Submitted,20147502,52243336,3636532
354004,01-OCT-22,30-SEP-23,As Submitted,27084043,81849193,11798741
360001,01-JAN-23,31-DEC-23,As Submitted,233518676,766247143,495107725
360002,01-JAN-23,31-DEC-23,As Submitted,83333721,44774668,187235453
360010,01-JAN-23,31-DEC-23,As Submitted,119369873,91617018,230409419
360013,01-JAN-23,31-DEC-23,As Submitted,87115711,53576805,251803512
360016,01-JAN-23,31-DEC-23,As Submitted,305074201,896279547,689126573
360025,01-JAN-23,31-DEC-23,As Submitted,221003765,213709745,457616019
360026,01-JAN-23,31-DEC-23,As Submitted,38027078,21203882,179669037
360027,01-JAN-23,31-DEC-23,As Submitted,609930426,1231310541,1868856232
360032,01-JAN-23,31-DEC-23,As Submitted,71289547,34434088,150800025
360036,01-JAN-23,31-DEC-23,As Submitted,139672212,136462933,249242221
360039,01-JAN-23,31-DEC-23,As Submitted,492466177,600702268,1231690275
360040,01-JAN-23,31-DEC-23,As Submitted,176352742,117869972,400127396
360041,01-JAN-23,31-DEC-23,As Submitted,215822834,372212294,513795568
360044,01-JAN-23,31-DEC-23,As Submitted,75856873,26703378,156394988
360051,01-JAN-23,31-DEC-23,As Submitted,1235348474,3620194260,3123221456
360055,01-JAN-23,31-DEC-23,As Submitted,116448702,433665699,389977244
360056,01-JAN-23,31-DEC-23,As Submitted,268638742,785732388,733039860
360059,01-JAN-23,31-DEC-23,As Submitted,1187882072,1305560594,2477552672
360064,01-JAN-23,31-DEC-23,As Submitted,394927425,1316157174,1124963031
360065,01-JAN-23,31-DEC-23,As Submitted,144800806,94681149,275026703
360066,01-JAN-23,31-DEC-23,As Submitted,401601958,1200592930,1383605480
360068,01-JAN-23,31-DEC-23,As Submitted,1178228882,3310616748,3786742485
360070,01-JAN-23,31-DEC-23,As Submitted,379668544,643343741,843916859
360071,01-JAN-23,31-DEC-23,As Submitted,62353642,22222960,109845564
360072,01-JAN-23,31-DEC-23,As Submitted,299438274,393591643,715026059
360075,01-JAN-23,31-DEC-23,As Submitted,172724436,250277522,413964265
360076,01-JAN-23,31-DEC-23,As Submitted,232368450,562913619,555868521
360077,01-JAN-23,31-DEC-23,As Submitted,525485807,1093821615,1171574794
360078,01-JAN-23,31-DEC-23,As Submitted,150427888,223219796,440266776
360079,01-JAN-23,31-DEC-23,As Submitted,551206813,1947310298,1707459253
360080,01-JAN-23,31-DEC-23,As Submitted,36750256,43241804,108660538
360082,01-JAN-23,31-DEC-23,As Submitted,120756747,169995252,285905416
360084,01-JAN-23,31-DEC-23,As Submitted,558980268,935165623,1308554642
360086,01-JAN-23,31-DEC-23,As Submitted,284939020,832425726,906442629
360087,01-JAN-23,31-DEC-23,As Submitted,140103587,201130992,349828752
360089,01-JAN-23,31-DEC-23,As Submitted,76715273,83191409,259894589
360090,01-OCT-22,08-MAY-23,As Submitted,93738079,88687607,137880935
360091,01-JAN-23,31-DEC-23,As Submitted,153634336,270076329,398838393
360092,01-JAN-23,31-DEC-23,As Submitted,137861499,77556405,352261915
360095,01-JAN-23,31-DEC-23,As Submitted,263656574,215719937,461719567
360096,01-JAN-23,31-DEC-23,As Submitted,54886858,289666840,363832941
360098,01-JAN-23,31-DEC-23,As Submitted,399878836,537466362,726119039
360107,01-JAN-23,31-DEC-23,As Submitted,49637442,34544536,159355402
360109,01-JAN-23,31-DEC-23,As Submitted,39662978,59217819,109428161
360112,01-JAN-23,31-DEC-23,As Submitted,778382566,3383147063,3217751925
360121,01-OCT-22,30-SEP-23,As Submitted,80640869,33512994,156388393
360123,01-JAN-23,31-DEC-23,As Submitted,180017086,316362963,477875772
360125,01-JAN-23,31-DEC-23,As Submitted,122201560,121564814,360559372
360131,01-JAN-23,31-DEC-23,As Submitted,94907793,35208719,255864740
360132,01-JAN-23,31-DEC-23,As Submitted,160540512,399654738,603888838
360133,01-JAN-23,31-DEC-23,As Submitted,552702305,1084309577,2485654606
360137,01-JAN-23,31-DEC-23,As Submitted,1827534077,2961523238,3543792854
360143,01-JAN-23,31-DEC-23,As Submitted,193084720,291509099,413370086
360144,01-JAN-23,31-DEC-23,As Submitted,136791773,252116249,337113375
360145,01-JAN-23,31-DEC-23,As Submitted,212366868,307772735,644508358
360147,01-OCT-22,30-SEP-23,As Submitted,448795248,369645066,1255292214
360148,01-JAN-23,31-DEC-23,As Submitted,34948258,16465335,67018596
360150,01-JAN-23,31-DEC-23,As Submitted,120309310,308790500,796987759
360155,01-JAN-23,31-DEC-23,As Submitted,364977765,600539045,1013672627
360156,01-JAN-23,31-DEC-23,As Submitted,68792312,38262055,282229256
360159,01-JAN-23,31-DEC-23,As Submitted,429983335,704509497,1298449093
360161,01-JAN-23,31-DEC-23,As Submitted,162991919,410002362,749669813
360172,01-JAN-23,31-DEC-23,As Submitted,202576346,468480715,698027445
360174,01-JAN-23,31-DEC-23,As Submitted,133885179,270888575,428524990
360175,01-JAN-23,31-DEC-23,As Submitted,76168608,47379398,223050276
360180,01-JAN-23,31-DEC-23,As Submitted,3732914827,6174513834,9787423823
360189,01-JAN-23,31-DEC-23,As Submitted,47469024,29585933,172046507
360197,01-JAN-23,31-DEC-23,As Submitted,86193924,26863864,247085219
360203,01-JAN-23,31-DEC-23,As Submitted,76166085,73582956,206802301
360218,01-JAN-23,31-DEC-23,As Submitted,261191359,270139616,703977559
360230,01-JAN-23,31-DEC-23,As Submitted,508554048,1130806169,1155445657
360234,01-JAN-23,31-DEC-23,As Submitted,263885511,749242460,771314890
360236,01-JAN-23,31-DEC-23,As Submitted,138746527,314734848,486104315
360239,01-JAN-23,31-DEC-23,As Submitted,147572778,368041258,660567675
360245,01-JAN-23,31-DEC-23,As Submitted,20785824,78085957,12083612
360259,01-JAN-23,31-DEC-23,As Submitted,89753734,148162820,409084655
360263,01-JAN-23,31-DEC-23,As Submitted,39445374,122874994,107415737
360270,01-JAN-23,31-DEC-23,As Submitted,52772378,27685755,166023660
360276,01-JAN-23,31-DEC-23,As Submitted,220591098,624044288,840994924
360351,01-JAN-23,31-DEC-23,As Submitted,183287628,172313981,678936357
360352,01-JAN-23,31-DEC-23,As Submitted,98790020,49045808,543000256
360355,01-JAN-23,31-DEC-23,As Submitted,53610415,15143058,204368197
360360,01-JAN-23,31-DEC-23,As Submitted,226734722,630891435,918055195
360361,01-OCT-22,30-SEP-23,As Submitted,23797124,2001727,118283974
360364,01-JAN-23,31-DEC-23,As Submitted,161354786,243729391,517275003
360367,01-JAN-23,31-DEC-23,As Submitted,66332267,13793279,142458971
360368,01-JAN-23,31-DEC-23,As Submitted,65693376,76152692,337875565
361301,01-JAN-23,31-DEC-23,As Submitted,,2766212,39884411
361303,01-JAN-23,31-DEC-23,As Submitted,,11667866,61796897
361304,01-JAN-23,31-DEC-23,As Submitted,,17936299,50048571
361306,01-JAN-23,31-DEC-23,As Submitted,,24793283,114106153
361307,01-JAN-23,31-DEC-23,As Submitted,,28232973,179832176
361308,01-JAN-23,31-DEC-23,As Submitted,,10412717,58847108
361309,01-NOV-22,31-OCT-23,As Submitted,,9248740,71600821
361310,01-JAN-23,31-DEC-23,As Submitted,,11832356,72921985
361311,01-JAN-23,31-DEC-23,As Submitted,,1928134,28360774
361312,01-JAN-23,31-DEC-23,As Submitted,,23111375,117263787
361314,01-JAN-23,31-DEC-23,As Submitted,,8102610,107836129
361319,01-OCT-22,30-SEP-23,As Submitted,72869992,67924923,125939168
361321,01-JAN-23,31-DEC-23,As Submitted,,3313934,48643655
361322,01-JAN-23,31-DEC-23,As Submitted,,2465982,45150717
361323,01-JAN-23,31-DEC-23,As Submitted,,24608021,130244248
361326,01-JAN-23,31-DEC-23,As Submitted,,11414864,107095340
361327,01-OCT-22,30-SEP-23,As Submitted,,9278997,15862158
361328,01-JAN-23,31-DEC-23,As Submitted,58673167,40707357,220781454
361329,01-JAN-23,31-DEC-23,As Submitted,,21429315,128269870
361330,01-JAN-23,31-DEC-23,As Submitted,,20565151,96086484
361331,01-JAN-23,31-DEC-23,As Submitted,,22676480,148835615
361332,01-JAN-23,31-DEC-23,As Submitted,,16088158,150596405
361333,01-JAN-23,31-DEC-23,As Submitted,78713796,24302602,158478749
361334,01-JAN-23,31-DEC-23,As Submitted,,25105538,66117650
362023,01-NOV-22,31-OCT-23,As Submitted,20927800,154504885,
362024,01-JAN-23,31-DEC-23,As Submitted,11508138,91794722,
362025,01-JAN-23,31-DEC-23,As Submitted,5740916,11015429,
362027,01-DEC-22,30-NOV-23,As Submitted,30726549,224292168,
362032,01-OCT-22,30-SEP-23,Settled,4033564,6573601,
362036,01-JAN-23,31-DEC-23,As Submitted,29453160,296683074,
363026,01-JAN-23,31-DEC-23,As Submitted,20574442,49394370,15291933
363033,01-JAN-23,31-DEC-23,As Submitted,25576813,48979747,
363034,01-OCT-22,30-SEP-23,As Submitted,29049579,49360373,
363036,01-JAN-23,31-DEC-23,As Submitted,15691020,33077553,
363039,01-JAN-23,31-DEC-23,As Submitted,13347841,31740883,
363044,01-JAN-23,31-DEC-23,As Submitted,7543600,9134564,
363045,01-JAN-23,28-FEB-23,Settled,3399352,1707395,
363045,01-MAR-23,31-DEC-23,As Submitted,8720732,10669369,
363302,01-JAN-23,31-DEC-23,As Submitted,,2584705926,3493873406
363303,01-JAN-23,31-DEC-23,As Submitted,,1063493489,1128314257
363305,01-JAN-23,31-DEC-23,As Submitted,,2083573882,1730014559
363309,01-JAN-23,31-DEC-23,As Submitted,,151730422,112948046
364029,01-JAN-23,31-DEC-23,As Submitted,23155747,68454000,4370448
364036,01-JAN-23,31-DEC-23,As Submitted,8114064,17421040,1978425
364041,01-JAN-23,31-DEC-23,As Submitted,18514347,111513600,1324306
364047,01-OCT-22,30-SEP-23,As Submitted,9628491,24367500,
364048,01-JAN-23,31-DEC-23,As Submitted,12584108,26502399,
364049,01-JAN-23,31-DEC-23,As Submitted,42644011,95069775,27251620
364050,01-JAN-23,31-DEC-23,As Submitted,3829216,14265185,
364051,01-JAN-23,31-DEC-23,As Submitted,31691816,71359674,28591360
364053,01-JAN-23,31-DEC-23,As Submitted,24083703,59955720,14962974
364054,01-JAN-23,31-DEC-23,As Submitted,4721758,22015421,
364056,01-JAN-23,31-DEC-23,As Submitted,6595849,12491905,
364058,01-JAN-23,31-DEC-23,As Submitted,27260135,57665850,4421650
364059,01-JAN-23,31-DEC-23,As Submitted,5707618,12480561,
364060,01-JAN-23,31-DEC-23,As Submitted,15963525,74127000,
364062,01-JAN-23,31-DEC-23,As Submitted,17275428,71085000,355800
364065,01-JAN-23,31-DEC-23,As Submitted,14367167,57115999,
364066,01-JAN-23,31-DEC-23,As Submitted,5817893,9971187,
370002,01-JUN-23,31-OCT-23,As Submitted,20069241,18965778,73318466
370006,01-JUN-23,31-OCT-23,As Submitted,18872530,55905173,117981537
370014,01-OCT-22,30-SEP-23,As Submitted,76341550,705285897,645760299
370026,01-JAN-23,31-DEC-23,As Submitted,89841457,263215269,431038816
370030,01-JAN-23,30-JUN-23,As Submitted,7120863,3477900,26921757
370037,01-JAN-23,31-DEC-23,As Submitted,667789724,1466273716,2259071788
370039,01-NOV-22,31-OCT-23,As Submitted,60984741,99847841,355315952
370054,01-JAN-23,31-DEC-23,As Submitted,38193194,25599986,100057175
370057,01-OCT-22,30-SEP-23,As Submitted,37295733,14924853,70425392
370094,01-JAN-23,31-DEC-23,As Submitted,128665591,674584018,636326861
370097,01-NOV-22,31-OCT-23,As Submitted,66760590,145148206,232288140
370099,01-DEC-22,30-NOV-23,As Submitted,17067874,13102160,70077813
370139,01-JAN-23,31-MAR-23,As Submitted,2942095,859704,7134549
370149,01-JAN-23,31-DEC-23,As Submitted,126621956,128731503,484909154
370166,01-OCT-22,30-SEP-23,As Submitted,20691192,16500228,28408733
370172,01-OCT-22,30-SEP-23,As Submitted,124972970,76356,4821284
370183,01-DEC-22,30-NOV-23,As Submitted,19784425,11762804,82681725
370192,01-JAN-23,31-DEC-23,As Submitted,15302477,38538924,50749053
370203,01-JAN-23,31-DEC-23,As Submitted,119514499,137588568,694938027
370206,01-JAN-23,31-DEC-23,As Submitted,67518394,268713527,113506382
370210,01-JAN-23,31-DEC-23,As Submitted,127363070,89527223,443365500
370212,01-JAN-23,31-DEC-23,As Submitted,50069224,7823747,220364722
370215,01-JAN-23,31-DEC-23,As Submitted,237001963,514165159,681208099
370216,01-JAN-23,31-DEC-23,As Submitted,63049460,93336292,316388649
370220,01-JAN-23,31-DEC-23,As Submitted,29296893,22313927,211152725
370222,01-JAN-23,31-DEC-23,As Submitted,130449333,83413744,293575937
370225,01-JAN-23,31-DEC-23,As Submitted,30589902,16536490,272252898
370228,01-JAN-23,31-DEC-23,As Submitted,43138305,78276999,328449067
370234,01-JAN-23,31-DEC-23,As Submitted,154378985,294423117,402351743
370240,01-JAN-23,31-DEC-23,As Submitted,36899408,5026008,283400884
370243,01-JAN-23,31-DEC-23,As Submitted,12621707,8597885,4404910
370244,12-JAN-23,30-SEP-23,Settled,29862675,1665971,26637251
371300,01-JAN-23,31-DEC-23,As Submitted,,5859387,15571207
371301,01-OCT-22,30-SEP-23,As Submitted,,19402935,8072546
371307,01-JAN-23,31-DEC-23,As Submitted,,1695783,4375530
