PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
400003,01-JAN-23,31-DEC-23,As Submitted,33127122,24748404,41286452
400005,01-JAN-23,12-DEC-23,As Submitted,21700263,12093905,8396187
400006,01-JAN-23,31-DEC-23,As Submitted,34502937,53473210,28396801
400007,01-JAN-23,31-DEC-23,As Submitted,35549379,28426143,26327824
400014,01-JAN-23,31-DEC-23,As Submitted,40405022,33320989,38070881
400016,01-OCT-22,30-SEP-23,As Submitted,222834533,314787259,155388863
400019,01-JAN-23,31-DEC-23,As Submitted,73295645,130654942,134929745
400021,01-JAN-23,31-DEC-23,As Submitted,77108274,130903112,88315142
400022,01-JAN-23,31-DEC-23,As Submitted,66344013,75163238,44147765
400032,01-JAN-23,31-DEC-23,As Submitted,69880819,98883964,45769435
400079,01-JAN-23,31-DEC-23,As Submitted,25008277,36014960,24049291
400087,01-JAN-23,31-DEC-23,As Submitted,48963599,61528677,32845198
400098,01-JAN-23,31-DEC-23,As Submitted,36023250,39621452,38529713
400103,01-JAN-23,31-DEC-23,As Submitted,72915663,118734191,72096555
400106,01-JAN-23,31-DEC-23,As Submitted,33734907,25858297,47641358
400109,01-JAN-23,14-DEC-23,As Submitted,91058647,65783715,25547160
400110,01-JAN-23,31-DEC-23,As Submitted,21669144,18258708,22137095
400111,01-JAN-23,31-DEC-23,As Submitted,23869880,21795193,21407736
400113,01-OCT-22,30-NOV-22,As Submitted,5238317,5388491,3932187
400113,01-DEC-22,31-MAR-23,As Submitted,9862554,9684196,6117480
400114,01-JAN-23,31-DEC-23,As Submitted,101628485,132219005,116370164
400115,01-JAN-23,31-DEC-23,As Submitted,31930723,64019605,35250263
400117,01-JAN-23,31-DEC-23,As Submitted,38087189,48427131,40356308
400118,01-JAN-23,31-DEC-23,As Submitted,85918519,119250305,72168424
400120,01-JAN-23,19-DEC-23,As Submitted,136091341,104310604,51596241
400123,01-JAN-23,31-DEC-23,As Submitted,46030034,41699603,44017290
400125,01-JAN-23,19-OCT-23,As Submitted,13644710,9997367,6926508
400126,01-JAN-23,31-DEC-23,As Submitted,24075884,14073187,28178792
400128,01-JAN-23,31-DEC-23,As Submitted,26459301,24530662,27518164
400130,01-JAN-23,31-DEC-23,As Submitted,9364076,8072085,5324198
400131,01-JAN-23,31-DEC-23,As Submitted,16680340,25460469,16384254
400132,01-JAN-23,31-DEC-23,As Submitted,33454250,39152918,24614890
400137,13-FEB-23,30-SEP-23,Settled,19159485,16875303,28892674
400138,10-MAR-23,31-DEC-23,As Submitted,20671319,28154532,9759024
404004,01-JAN-23,31-DEC-23,As Submitted,27915015,65722265,7103299
404005,01-JAN-23,31-DEC-23,As Submitted,25411759,70370679,29955039
404007,01-JAN-23,31-DEC-23,As Submitted,7537369,4652498,7069134
410004,01-JAN-23,31-DEC-23,As Submitted,172418028,232798719,361669157
410005,01-JAN-23,31-DEC-23,As Submitted,153096776,229060483,319705685
410006,01-OCT-22,30-SEP-23,As Submitted,132493741,144809446,251672592
410007,01-OCT-22,30-SEP-23,As Submitted,1343263704,1859874151,2449261107
410008,01-OCT-22,30-SEP-23,As Submitted,186776567,170679857,479081813
410009,01-OCT-22,30-SEP-23,Amended,369859555,443445975,623617640
410010,01-OCT-22,30-SEP-23,As Submitted,406844261,452955180,597762268
410011,01-JAN-23,31-DEC-23,As Submitted,122394957,333131324,386623255
410012,01-OCT-22,30-SEP-23,As Submitted,503250328,680769183,1095663360
410013,01-OCT-22,30-SEP-23,As Submitted,122713089,120805021,330960358
413025,01-JAN-23,31-DEC-23,As Submitted,8505835,20838187,
414000,01-OCT-22,30-SEP-23,Amended,77796381,130032222,51506823
420005,01-OCT-22,30-SEP-23,As Submitted,44429900,69020769,205382203
420007,01-OCT-22,30-SEP-23,As Submitted,1065316898,2004949755,2633829201
420009,01-OCT-22,30-SEP-23,As Submitted,183470525,291088259,524215689
420010,01-OCT-22,30-SEP-23,As Submitted,85553283,228228747,450828928
420011,01-JAN-23,31-DEC-23,As Submitted,21083197,22802009,88769249
420015,01-OCT-22,30-SEP-23,As Submitted,103491712,189916267,350672688
420018,01-OCT-22,30-SEP-23,As Submitted,902410541,2225505164,1466834610
420020,01-OCT-22,30-SEP-23,As Submitted,153665581,152718934,484531098
420030,01-JAN-23,31-DEC-23,As Submitted,66609863,205048031,314703520
420033,01-OCT-22,30-SEP-23,As Submitted,128636968,201938916,463125456
420037,01-OCT-22,30-SEP-23,As Submitted,93877701,131820519,378241975
420038,01-OCT-22,30-SEP-23,As Submitted,101467209,111268019,240842103
420043,01-OCT-22,30-SEP-23,As Submitted,62540801,46040951,197208190
420049,01-OCT-22,30-SEP-23,As Submitted,244157580,352697892,652536712
420051,01-OCT-22,30-SEP-23,As Submitted,666140120,1706711093,2041296227
420067,01-OCT-22,30-SEP-23,As Submitted,214485913,262366264,661951629
420070,01-OCT-22,30-SEP-23,As Submitted,215621834,301006830,506169015
420071,01-OCT-22,30-SEP-23,As Submitted,329858290,502350799,791627163
420072,01-OCT-22,30-SEP-23,As Submitted,27535842,11834478,63906279
420073,01-OCT-22,30-SEP-23,As Submitted,760843931,2105793890,1832446555
420078,01-OCT-22,30-SEP-23,As Submitted,1410589461,2847289965,3383349403
420082,01-JAN-23,31-DEC-23,As Submitted,189202276,1004986664,874505474
420086,01-OCT-22,30-SEP-23,As Submitted,252772169,478504016,518775756
420098,01-OCT-22,30-SEP-23,As Submitted,152492711,295913718,368053398
420102,01-OCT-22,30-SEP-23,As Submitted,170958219,92046737,733487064
420103,01-OCT-22,30-SEP-23,As Submitted,116358117,171870458,404453130
420105,01-OCT-22,30-SEP-23,As Submitted,224917168,553397184,934523540
420106,01-OCT-22,30-SEP-23,As Submitted,144101781,234028954,476706141
420107,01-OCT-22,30-SEP-23,As Submitted,45651437,73175844,179993093
420108,01-OCT-22,30-SEP-23,As Submitted,33028450,9864883,118313656
420109,01-OCT-22,30-SEP-23,As Submitted,47685043,79225596,193451888
420117,06-FEB-23,30-JUN-23,Settled,18947501,15315361,36028259
421300,01-OCT-22,30-SEP-23,As Submitted,18742275,3271703,18332390
421301,01-OCT-22,30-SEP-23,As Submitted,,8966308,81834052
421303,01-OCT-22,16-JAN-23,As Submitted,,3388938,10205503
421304,01-OCT-22,30-SEP-23,As Submitted,,2746452,20830907
422004,01-OCT-22,30-SEP-23,As Submitted,28690253,59174916,12643
422006,01-OCT-22,30-SEP-23,As Submitted,12121412,33385857,
422007,01-JAN-23,31-DEC-23,As Submitted,22478954,237043778,
422008,01-OCT-22,30-SEP-23,As Submitted,31730608,56291454,60557978
423025,01-JAN-23,31-DEC-23,As Submitted,26433692,54592812,
423026,01-JAN-23,31-DEC-23,As Submitted,17984978,33666939,
423027,01-JAN-23,31-DEC-23,As Submitted,18657893,32831000,252
423029,01-JAN-23,31-DEC-23,As Submitted,17547104,37729241,768
423030,01-JAN-23,31-DEC-23,As Submitted,19641523,27208541,
423031,01-JAN-23,31-DEC-23,As Submitted,18660156,31271802,1159987
423032,01-OCT-22,30-SEP-23,As Submitted,16452866,31119884,
423033,01-OCT-22,30-SEP-23,As Submitted,28410413,57898639,270
423034,01-JAN-23,31-DEC-23,As Submitted,16506118,22394712,636525
423035,01-OCT-22,30-SEP-23,As Submitted,18209523,33594257,
423036,18-AUG-23,31-DEC-23,As Submitted,6255717,10105275,
424002,01-JAN-23,31-DEC-23,As Submitted,14465902,57731800,852450
424006,01-JAN-23,31-DEC-23,As Submitted,15644041,47126200,5683230
424007,01-JAN-23,31-DEC-23,As Submitted,24547714,79610134,302622
424008,01-JAN-23,31-DEC-23,As Submitted,20775896,82189800,6041782
424010,01-JAN-23,31-DEC-23,As Submitted,23957989,79876835,13640038
424014,01-JAN-23,31-DEC-23,As Submitted,13543458,74396001,2877720
430008,01-JAN-23,31-DEC-23,As Submitted,55774179,36313906,121262823
430089,01-JAN-23,31-DEC-23,As Submitted,60185822,64284276,297537041
430090,01-JAN-23,31-DEC-23,As Submitted,101505396,54361632,446753594
430091,01-JAN-23,31-DEC-23,As Submitted,72664294,180014725,74397354
430097,01-JAN-23,31-DEC-23,As Submitted,64483869,29285366,137768509
431301,01-JAN-23,31-DEC-23,As Submitted,,2522509,10130364
431307,01-JAN-23,31-DEC-23,As Submitted,,1973401,8007536
431309,01-JAN-23,31-DEC-23,As Submitted,,2653962,6223416
431311,01-JAN-23,31-DEC-23,As Submitted,,2440621,16829595
431313,01-JAN-23,31-DEC-23,As Submitted,13268272,7162826,13725856
431316,01-JAN-23,31-DEC-23,As Submitted,,6209900,20534840
431319,01-JAN-23,31-DEC-23,As Submitted,,11187510,12484550
431325,01-OCT-22,30-SEP-23,As Submitted,,6073752,37231469
431328,01-JAN-23,31-DEC-23,As Submitted,10842222,6301664,11644463
431329,01-JAN-23,31-DEC-23,As Submitted,,10720226,36105645
431333,01-JAN-23,31-DEC-23,As Submitted,,2983880,17669151
431334,01-JAN-23,31-DEC-23,As Submitted,26045839,13788515,37522843
431336,01-JAN-23,31-DEC-23,As Submitted,,5394328,49825179
431339,01-JAN-23,31-DEC-23,As Submitted,,3938516,31514699
431383,01-OCT-22,30-SEP-23,As Submitted,,8487,123080
433027,01-OCT-22,30-SEP-23,As Submitted,16215907,33156272,
440001,01-JAN-23,31-DEC-23,As Submitted,12413884,17481755,60932059
440006,01-DEC-22,30-NOV-23,As Submitted,281047686,2518656459,961176167
440007,01-JAN-23,31-DEC-23,As Submitted,47531109,13319450,90028566
440015,01-JAN-23,31-DEC-23,As Submitted,911740890,1742368979,2326298321
440016,01-OCT-22,30-SEP-23,As Submitted,25161173,35028418,104596059
440020,01-JAN-23,31-DEC-23,As Submitted,27455515,70582491,141446585
440033,01-OCT-22,30-SEP-23,As Submitted,44688440,100114028,190270437
440034,01-JAN-23,31-DEC-23,As Submitted,155506723,260263714,275940359
440035,01-OCT-22,30-SEP-23,As Submitted,182750879,826417779,927656786
440048,01-OCT-22,30-SEP-23,As Submitted,798575313,2617140405,1784866638
440049,01-JAN-23,31-DEC-23,As Submitted,1632340261,3846932683,3124461536
440056,01-OCT-22,30-SEP-23,As Submitted,53148804,117387745,317719290
440068,01-OCT-22,30-SEP-23,As Submitted,66091216,157595154,486951767
440081,01-JAN-23,31-DEC-23,As Submitted,104587117,87577301,408016339
440110,01-JAN-23,31-DEC-23,As Submitted,36941331,46754493,100867629
440120,01-OCT-22,30-SEP-23,As Submitted,298779989,1218266723,1434617293
440125,01-JAN-23,31-DEC-23,As Submitted,362060634,553466228,686109827
440130,01-OCT-22,30-SEP-23,As Submitted,45515789,65159707,203698719
440131,01-OCT-22,30-SEP-23,As Submitted,158017011,41033318,726469797
440150,01-JAN-23,31-DEC-23,As Submitted,214482205,1270367682,1186951652
440153,01-OCT-22,30-SEP-23,As Submitted,42074736,136801597,237979722
440161,01-JAN-23,31-DEC-23,As Submitted,767206430,4637346962,3113564718
440175,01-DEC-22,30-NOV-23,As Submitted,30155348,111803750,183165432
440218,01-JAN-23,31-DEC-23,As Submitted,47826239,101926109,180999687
440239,27-JUN-23,31-JAN-24,Settled,10537771,27872273,
441301,01-OCT-22,30-SEP-23,As Submitted,,7636325,29499410
441305,01-OCT-22,30-SEP-23,As Submitted,,15906903,44506007
441314,01-JAN-23,31-DEC-23,As Submitted,,7769121,28311721
441322,01-JAN-23,31-DEC-23,As Submitted,,30477062,10952083
442010,01-OCT-22,30-SEP-23,As Submitted,14221700,49050134,13700
442014,01-DEC-22,30-NOV-23,As Submitted,20915551,163625446,
442015,01-JAN-23,31-DEC-23,As Submitted,32988185,288499626,
442016,01-NOV-22,31-OCT-23,As Submitted,17522281,189918724,
443029,01-JAN-23,31-DEC-23,As Submitted,24589140,50097660,2312781
443031,01-JAN-23,31-DEC-23,As Submitted,18439052,33196435,255
443033,01-OCT-22,30-SEP-23,As Submitted,12897250,25507401,
443034,01-JAN-23,31-DEC-23,As Submitted,19511577,70429196,
443036,01-OCT-22,30-SEP-23,As Submitted,15800645,37566696,
443037,01-JAN-23,31-DEC-23,As Submitted,18004904,60968154,
443038,01-JAN-23,31-DEC-23,As Submitted,14785632,31482054,
444004,01-JAN-23,31-DEC-23,As Submitted,46187046,142360240,8340760
444005,01-JAN-23,31-DEC-23,As Submitted,3714939,5445681,
444019,01-JAN-23,31-DEC-23,As Submitted,5521070,7093896,
444021,01-JAN-23,31-DEC-23,As Submitted,4892525,5660796,
444024,01-JAN-23,31-DEC-23,As Submitted,3915147,5614563,
444025,01-JAN-23,31-DEC-23,As Submitted,16076620,43788429,1630648
444026,01-JAN-23,31-DEC-23,As Submitted,20682149,62749596,2367000
444027,01-JAN-23,31-DEC-23,As Submitted,17381149,58039450,11655058
444030,01-JAN-23,31-DEC-23,As Submitted,16303647,47305499,62400
444031,01-JAN-23,31-DEC-23,As Submitted,15759579,35997661,
444032,15-NOV-22,30-JUN-23,Settled,12599548,14612499,27000
450010,01-JAN-23,31-DEC-23,As Submitted,355977869,714234759,716688655
450015,01-OCT-22,30-SEP-23,As Submitted,1990140995,3236152946,5280479464
450024,01-OCT-22,30-SEP-23,As Submitted,579916789,1039911380,1016301803
450029,01-OCT-22,30-SEP-23,As Submitted,255759235,1457503021,1285590958
450035,01-NOV-22,31-OCT-23,As Submitted,211118283,625457281,516572972
450039,01-OCT-22,30-SEP-23,As Submitted,1156542983,1608798396,2058636688
450055,01-OCT-22,30-SEP-23,As Submitted,45039933,14893316,55665722
450080,01-OCT-22,30-SEP-23,As Submitted,74021940,83344902,189554818
450083,01-NOV-22,31-OCT-23,As Submitted,442054246,2503318611,1614643567
450085,01-OCT-22,03-AUG-23,Amended,20207842,3871849,57832171
450090,01-JAN-23,31-DEC-23,As Submitted,40182393,46960576,98745562
450092,01-JAN-23,31-DEC-23,As Submitted,56735560,288264619,445661038
450097,01-JAN-23,31-DEC-23,As Submitted,280791970,2202779555,1989730971
450104,01-OCT-22,30-SEP-23,As Submitted,120826591,125688927,293306010
450108,01-OCT-22,30-SEP-23,As Submitted,32920691,14184806,122682600
450119,01-JAN-23,31-DEC-23,As Submitted,539124681,5887933663,4201259380
450128,01-JAN-23,31-DEC-23,As Submitted,78821047,370029222,280615265
450132,01-OCT-22,30-SEP-23,As Submitted,295004454,625079819,565162959
450133,01-OCT-22,30-SEP-23,As Submitted,306931192,566682583,790863227
450135,01-OCT-22,30-SEP-23,As Submitted,996104115,3052792663,1291079200
450137,01-OCT-22,30-SEP-23,As Submitted,461807910,1248377767,622138346
450144,01-OCT-22,30-SEP-23,As Submitted,62776795,13694746,74698204
450147,01-OCT-22,30-SEP-23,As Submitted,167995915,928946007,1108628657
450148,01-OCT-22,30-SEP-23,As Submitted,65552270,141817293,195432384
450152,01-OCT-22,30-SEP-23,As Submitted,132253966,291333907,464368163
450155,01-OCT-22,30-SEP-23,As Submitted,30378102,7078166,46994009
450162,01-JAN-23,31-DEC-23,As Submitted,86546313,31457412,314028481
450176,01-JAN-23,31-DEC-23,As Submitted,114960825,573736136,391767503
450194,01-NOV-22,31-OCT-23,As Submitted,40793923,86595928,232462443
450203,01-OCT-22,30-SEP-23,As Submitted,100798468,619497202,554877431
450209,01-JAN-23,31-DEC-23,As Submitted,272782460,1825573382,1199406255
450222,01-JAN-23,31-DEC-23,As Submitted,231187588,2105393123,1229548038
450231,01-JAN-23,31-DEC-23,As Submitted,443648421,1422218401,1268107336
450253,01-JUL-23,31-DEC-23,As Submitted,8185741,524869,21789520
450271,01-JAN-23,30-NOV-23,As Submitted,164341864,256890846,572840070
450289,01-OCT-22,30-SEP-23,As Submitted,1733764361,1177905768,1822713280
450324,01-JAN-23,31-DEC-23,As Submitted,385561355,2368216014,1451751195
450330,01-JAN-23,31-DEC-23,As Submitted,140884145,132534001,482123482
450351,01-OCT-22,30-SEP-23,As Submitted,53729003,51702239,168584057
450352,01-OCT-22,30-SEP-23,As Submitted,204407284,297133155,544494756
450358,01-JAN-23,31-DEC-23,As Submitted,2219871350,7771139589,6125717120
450369,01-OCT-22,30-SEP-23,As Submitted,38113831,11920049,73110250
450379,01-JAN-23,31-DEC-23,As Submitted,53035463,141333205,155582993
450399,01-OCT-22,30-SEP-23,As Submitted,19917210,5738803,24418152
450419,01-OCT-22,30-SEP-23,As Submitted,38387324,60266818,160613719
450422,01-JAN-23,31-DEC-23,As Submitted,62060471,20192370,179302383
450424,01-JAN-23,31-DEC-23,As Submitted,445173101,1430190294,1590343115
450431,01-JAN-23,31-DEC-23,As Submitted,655845076,4097527755,2889297379
450451,01-OCT-22,30-SEP-23,Settled,19964310,8206570,64914260
450462,01-JAN-23,31-DEC-23,As Submitted,646167160,1774689032,840757386
450465,01-OCT-22,30-SEP-23,As Submitted,52841726,31828243,116430913
450475,01-OCT-22,30-SEP-23,As Submitted,36126949,54605406,277488071
450498,01-OCT-22,30-SEP-23,Amended,14096376,2008128,22970742
450518,01-DEC-22,30-NOV-23,As Submitted,127915901,314079575,564416529
450565,01-OCT-22,30-SEP-23,As Submitted,55267518,36152930,94198495
450571,01-OCT-22,30-SEP-23,As Submitted,428571523,972146014,1689191688
450578,01-OCT-22,17-AUG-23,As Submitted,20550225,2466005,19747899
450584,01-OCT-22,30-SEP-23,As Submitted,24979426,16719838,55619247
450596,01-DEC-22,30-NOV-23,As Submitted,112500319,372465897,732784036
450597,01-OCT-22,30-SEP-23,As Submitted,43080153,21012015,95965635
450617,01-JAN-23,31-DEC-23,As Submitted,601687290,4806436066,2329344528
450634,01-JAN-23,31-DEC-23,As Submitted,191758485,2019539253,1052233573
450639,01-OCT-22,30-SEP-23,As Submitted,276106142,726576018,486406190
450643,01-JAN-23,31-DEC-23,As Submitted,140265892,776724196,1544931312
450644,01-JAN-23,31-DEC-23,As Submitted,182634818,1111999213,1159072351
450654,01-OCT-22,30-SEP-23,As Submitted,42228981,17850587,58061906
450656,01-JAN-23,31-DEC-23,As Submitted,88376612,634531049,733097657
450658,01-OCT-22,30-SEP-23,As Submitted,18683000,9976989,61674946
450661,01-OCT-22,30-SEP-23,As Submitted,116720809,412616407,437541782
450677,01-JAN-23,31-DEC-23,As Submitted,231513064,758813911,693035828
450684,01-JAN-23,31-DEC-23,As Submitted,364600140,875935556,1226529618
450686,01-JAN-23,31-DEC-23,As Submitted,738177010,2009967652,2027432370
450694,01-JAN-23,31-DEC-23,As Submitted,44355403,16179228,69811476
450697,01-OCT-22,30-APR-23,As Submitted,55293840,247659162,118903216
450698,01-OCT-22,30-SEP-23,As Submitted,13832684,2424969,15676405
450702,01-OCT-22,30-SEP-23,As Submitted,230113522,1504485317,1445526189
450709,01-JAN-23,31-DEC-23,As Submitted,268903179,605692412,1288062259
450711,01-OCT-22,30-SEP-23,As Submitted,221154331,1822736196,1549155198
450713,01-NOV-22,31-OCT-23,As Submitted,393653051,2752007806,1824535502
450730,01-JAN-23,31-DEC-23,As Submitted,85275117,150139881,167192888
450747,01-JAN-23,31-DEC-23,As Submitted,68804140,220199714,312189741
450771,01-JAN-23,31-DEC-23,As Submitted,410762531,1122376693,618246310
450774,01-JAN-23,31-DEC-23,As Submitted,46652249,36936509,250704302
450775,01-OCT-22,30-SEP-23,As Submitted,601688537,6311689874,3686806994
450779,01-OCT-22,30-SEP-23,As Submitted,299353576,759638387,694863987
450804,01-JAN-23,31-DEC-23,As Submitted,136380339,673327252,1307395965
450808,01-JAN-23,31-DEC-23,As Submitted,38483426,76073298,93866439
450820,01-JAN-23,31-DEC-23,As Submitted,662767333,1979431736,2612988774
450822,01-JAN-23,31-DEC-23,As Submitted,82649174,551502298,639466670
450825,01-JAN-23,31-DEC-23,As Submitted,24218234,36910930,156075674
450834,01-JAN-23,31-DEC-23,As Submitted,24378241,20922260,72624978
450840,01-JAN-23,31-DEC-23,As Submitted,112471467,174832002,275791444
450844,01-JAN-23,31-DEC-23,As Submitted,653954965,2142388367,2229758559
450847,01-JAN-23,31-DEC-23,As Submitted,366778543,829434059,1314859002
450848,01-OCT-22,30-SEP-23,As Submitted,266399674,602403733,957604576
450853,01-JAN-23,31-DEC-23,As Submitted,138267025,126362175,335671298
450855,01-JAN-23,31-DEC-23,As Submitted,113909874,482109074,432630043
450856,01-JAN-23,31-DEC-23,As Submitted,62777231,137691763,84588129
450860,01-JAN-23,31-DEC-23,As Submitted,41589630,45130278,119149886
450864,01-JAN-23,31-DEC-23,As Submitted,96292197,114065094,558340841
450869,01-JAN-23,31-DEC-23,As Submitted,687775506,1607078041,2253079356
450874,01-JAN-23,31-DEC-23,As Submitted,54919162,51481561,130296939
450875,01-JAN-23,31-DEC-23,As Submitted,70776585,59648895,320356617
450876,01-JAN-23,31-DEC-23,As Submitted,102429721,126935491,294819183
450880,01-JAN-23,31-DEC-23,As Submitted,96122296,96876288,236532055
450883,01-JAN-23,31-DEC-23,As Submitted,56920732,34879364,170155676
450888,01-JAN-23,31-DEC-23,As Submitted,57278367,33896303,183295797
450889,01-JAN-23,31-DEC-23,As Submitted,58958562,25335724,164909554
450890,01-JAN-23,31-DEC-23,As Submitted,219448277,484683068,427672444
450891,01-JAN-23,31-DEC-23,As Submitted,63383028,27224367,195008135
450893,01-JAN-23,31-DEC-23,As Submitted,55089924,124079276,200248774
451300,01-OCT-22,30-SEP-23,As Submitted,,2188850,10449769
451301,01-OCT-22,30-SEP-23,As Submitted,,1763826,4895079
451303,01-OCT-22,30-SEP-23,As Submitted,,6265825,59297593
451304,01-JAN-23,31-DEC-23,As Submitted,,631108,3725415
451306,01-OCT-22,30-SEP-23,As Submitted,,614244,10996056
451307,01-JAN-23,31-DEC-23,As Submitted,,726568,4509627
451308,01-JAN-23,31-DEC-23,As Submitted,,5672519,28895039
451309,01-OCT-22,30-SEP-23,As Submitted,,2595395,7029655
451310,01-OCT-22,30-SEP-23,As Submitted,,10931743,30442126
451311,01-OCT-22,30-SEP-23,As Submitted,,5025382,37085700
451312,01-JAN-23,31-DEC-23,As Submitted,,5471996,24491987
451313,01-JAN-23,31-DEC-23,As Submitted,,750784,9555039
451314,01-OCT-22,30-SEP-23,As Submitted,,2129276,16452863
451317,01-JAN-23,31-DEC-23,As Submitted,,4896110,30654146
451318,01-OCT-22,30-SEP-23,Amended,,1750439,7799099
451320,01-OCT-22,30-SEP-23,As Submitted,,1099164,19859447
451323,01-OCT-22,30-SEP-23,As Submitted,,12562204,66250627
451324,01-JAN-23,31-DEC-23,As Submitted,,902628,13441092
451325,01-OCT-22,30-SEP-23,As Submitted,,612636,7832654
451328,01-JAN-23,31-DEC-23,As Submitted,,4449613,95311763
451329,01-OCT-22,30-SEP-23,As Submitted,,1143651,4763337
451330,01-OCT-22,30-SEP-23,Amended,,12676327,73464791
451337,01-OCT-22,30-SEP-23,As Submitted,,2187380,18631074
451341,01-OCT-22,30-SEP-23,As Submitted,,1934374,11431340
451342,01-OCT-22,30-SEP-23,As Submitted,,1894424,26518691
451343,01-OCT-22,30-SEP-23,As Submitted,,9698595,47634532
451344,01-OCT-22,30-SEP-23,As Submitted,,5646520,12173633
451347,01-OCT-22,30-SEP-23,As Submitted,,3310666,15262314
451349,01-JAN-23,31-DEC-23,As Submitted,,1981548,11993962
451350,01-OCT-22,30-SEP-23,As Submitted,,2254745,9542615
451351,01-OCT-22,30-SEP-23,As Submitted,,7820707,14018623
451352,01-JAN-23,31-DEC-23,As Submitted,,1145658,9852236
451353,01-OCT-22,30-SEP-23,Amended,,1302785,9310190
451355,01-OCT-22,30-SEP-23,As Submitted,,659852,5169218
451358,01-OCT-22,30-SEP-23,As Submitted,,19588172,50755244
451359,01-OCT-22,30-SEP-23,As Submitted,,7304778,32142805
451361,01-JAN-23,31-DEC-23,As Submitted,,597473,15084896
451362,01-OCT-22,30-SEP-23,As Submitted,,2179516,17688434
451363,01-OCT-22,30-SEP-23,As Submitted,,2176876,28179406
451366,01-OCT-22,30-SEP-23,As Submitted,,772680,182190
451367,01-DEC-22,30-NOV-23,As Submitted,,25694996,135498360
451369,01-JAN-23,31-DEC-23,As Submitted,,14287164,71783212
451370,01-JAN-23,31-DEC-23,As Submitted,,33644668,58423870
451372,01-OCT-22,30-SEP-23,As Submitted,,312763,9358402
451373,01-JAN-23,31-DEC-23,As Submitted,,51645657,17060540
451374,01-JAN-23,31-DEC-23,As Submitted,,10818912,134865062
451375,01-OCT-22,30-SEP-23,Amended,,2838956,34648969
451376,01-JAN-23,31-DEC-23,As Submitted,,4576597,27651563
451378,01-OCT-22,30-SEP-23,As Submitted,,18437293,72415903
451382,01-JAN-23,31-DEC-23,As Submitted,,10213582,79670439
451384,01-JAN-23,31-DEC-23,As Submitted,,7805784,53096206
451389,01-JAN-23,30-JUN-23,As Submitted,,2628193,20493372
451389,01-JUL-23,31-DEC-23,As Submitted,,3313381,24475007
451390,01-OCT-22,30-SEP-23,As Submitted,,9486719,58578321
451391,01-JAN-23,31-DEC-23,As Submitted,,12533055,66265113
451392,01-OCT-22,30-SEP-23,As Submitted,,11791381,100475317
451394,01-OCT-22,30-SEP-23,As Submitted,,656378,10379766
451396,01-JAN-23,31-DEC-23,As Submitted,,2330143,12514949
451397,01-JAN-23,31-DEC-23,As Submitted,,35158826,185694419
451990,01-JAN-23,31-DEC-23,As Submitted,,2714648,
452022,01-JAN-23,31-DEC-23,As Submitted,38535866,276038923,
452038,01-JAN-23,31-DEC-23,As Submitted,31996842,118296839,1401624
452041,01-JAN-23,31-DEC-23,As Submitted,14031427,56553278,3491218
452060,27-JAN-23,31-AUG-23,As Submitted,8498724,20518979,
452062,01-JAN-23,31-DEC-23,As Submitted,17782870,49524871,15176266
452087,01-JAN-23,31-DEC-23,As Submitted,13917758,122810663,
452091,01-JAN-23,31-DEC-23,As Submitted,15867118,82667694,
452094,01-JAN-23,31-DEC-23,As Submitted,24472013,73143939,18493408
452105,01-JAN-23,31-DEC-23,As Submitted,22995988,61806678,306262
452106,01-OCT-22,30-SEP-23,As Submitted,17163054,68421348,
452111,01-DEC-22,30-NOV-23,As Submitted,49368137,21195184,244348323
452114,01-OCT-22,30-SEP-23,As Submitted,8248796,50148197,
452118,01-JAN-23,31-DEC-23,As Submitted,82086047,294374742,2073547
452122,01-JAN-23,31-DEC-23,As Submitted,7672096,18566470,
453025,01-JAN-23,31-DEC-23,As Submitted,153554373,294319458,181054055
453048,01-JAN-23,31-DEC-23,As Submitted,14091351,29568874,3298715
453056,01-JAN-23,31-DEC-23,As Submitted,28697755,60356194,
453091,01-JAN-23,31-DEC-23,As Submitted,10586351,14530765,1289035
453092,01-JAN-23,31-DEC-23,As Submitted,16015645,25585868,2782643
453300,01-OCT-22,30-SEP-23,As Submitted,,1846170722,1478091881
453302,01-JAN-23,31-DEC-23,As Submitted,,2471051244,1547113352
453304,01-OCT-22,30-SEP-23,As Submitted,,4024566607,3225471737
453313,01-OCT-22,30-SEP-23,As Submitted,,259851939,238457918
453316,01-JAN-23,31-DEC-23,As Submitted,,283388624,493937379
454012,01-JAN-23,31-DEC-23,As Submitted,26016557,71813975,17394500
454018,01-JAN-23,31-DEC-23,As Submitted,16980879,53801019,3014252
454026,01-JAN-23,31-DEC-23,As Submitted,34160252,103273000,11206250
454050,01-JAN-23,31-DEC-23,As Submitted,12387610,36016000,2278000
454060,01-JAN-23,31-DEC-23,As Submitted,55939110,223040576,30061864
454064,01-JAN-23,31-DEC-23,As Submitted,11822844,27687720,2074762
454101,01-JAN-23,31-DEC-23,As Submitted,3823569,7599638,987032
454103,01-JAN-23,31-DEC-23,As Submitted,23626242,62764000,4512750
454104,01-JAN-23,31-DEC-23,As Submitted,18792361,44737849,4958950
454107,01-JAN-23,31-DEC-23,As Submitted,25706887,73786000,6146750
454108,01-JAN-23,31-DEC-23,As Submitted,25279143,72057550,7851269
454109,01-JAN-23,31-DEC-23,As Submitted,26871515,115781490,27256482
